title,categories,manufacturer,brand,category_code,brand01,title_clean,categories_clean,manufacturer_clean,brand_clean,category_code_clean,brand01_clean,max_match_score,match_count
Fitbit Active 42mm Smartwatch (2023) with Heart Rate & SpO2,electronics > watches,Fitbit,Fitbit,,,fitbit active 42mm smartwatch  2023  with heart rate   spo2,electronics   watches,fitbit,fitbit,,,48.275862068965516,0
"Vizio 75"" 8K Mini-LED Tizen Series 10 (2025)",electronics > televisions,Vizio,Vizio,,,vizio 75  8k mini led tizen series 10  2025,electronics   televisions,vizio,vizio,,,44.44444444444444,0
Realme 19 Plus 128GB/8GB 5G Smartphone (2023),electronics > mobile phones,Realme,Realme,,,realme 19 plus 128gb 8gb 5g smartphone  2023,electronics   mobile phones,realme,realme,,,72.0,0
"Sennheiser Wireless In-Ear Headphones with Low-Latency & Multipoint (2025), 24h Battery",electronics > headphones,Sennheiser,Sennheiser,,,sennheiser wireless in ear headphones with low latency   multipoint  2025  24h battery,electronics   headphones,sennheiser,sennheiser,,,62.5,0
Apple Adventure 40mm Smartwatch (2023) with GPS & ECG,electronics > watches,Apple,Apple,,,apple adventure 40mm smartwatch  2023  with gps   ecg,electronics   watches,apple,apple,,,100.0,0
"Philips 50"" 4K QLED Fire TV Series 5 (2023)",electronics > televisions,Philips,Philips,,,philips 50  4k qled fire tv series 5  2023,electronics   televisions,philips,philips,,,46.15384615384615,0
Oppo 20 Plus 256GB/4GB 5G Smartphone (2025),electronics > mobile phones,Oppo,Oppo,,,oppo 20 plus 256gb 4gb 5g smartphone  2025,electronics   mobile phones,oppo,oppo,,,72.0,0
"SteelSeries Wireless In-Ear Headphones with Low-Latency & Multipoint (2024), 60h Battery",electronics > headphones,SteelSeries,SteelSeries,,,steelseries wireless in ear headphones with low latency   multipoint  2024  60h battery,electronics   headphones,steelseries,steelseries,,,62.5,0
Apple Sport 47mm Smartwatch (2023) with SpO2 & Heart Rate,electronics > watches,Apple,Apple,,,apple sport 47mm smartwatch  2023  with spo2   heart rate,electronics   watches,apple,apple,,,100.0,0
"Samsung 75"" 8K Mini-LED Smart TV Series 11 (2025)",electronics > televisions,Samsung,Samsung,,,samsung 75  8k mini led smart tv series 11  2025,electronics   televisions,samsung,samsung,,,44.44444444444444,0
Realme 22 Plus 128GB/4GB 5G Smartphone (2023),electronics > mobile phones,Realme,Realme,,,realme 22 plus 128gb 4gb 5g smartphone  2023,electronics   mobile phones,realme,realme,,,72.0,0
"Skullcandy Wireless Over-Ear Headphones with Hi-Res & Spatial Audio (2025), 50h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless over ear headphones with hi res   spatial audio  2025  50h battery,electronics   headphones,skullcandy,skullcandy,,,59.25925925925925,0
Huawei Gen 5 44mm Smartwatch (2024) with Heart Rate & GPS,electronics > watches,Huawei,Huawei,,,huawei gen 5 44mm smartwatch  2024  with heart rate   gps,electronics   watches,huawei,huawei,,,50.0,0
"Philips 65"" 4K QLED webOS Series 11 (2025)",electronics > televisions,Philips,Philips,,,philips 65  4k qled webos series 11  2025,electronics   televisions,philips,philips,,,46.15384615384615,0
Samsung 22 SE 64GB/4GB 5G Smartphone (2024),electronics > mobile phones,Samsung,Samsung,,,samsung 22 se 64gb 4gb 5g smartphone  2024,electronics   mobile phones,samsung,samsung,,,72.0,0
"Audio-Technica Wireless On-Ear Headphones with Low-Latency & Multipoint (2025), 20h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless on ear headphones with low latency   multipoint  2025  20h battery,electronics   headphones,audio technica,audio technica,,,62.5,0
Apple Trail 42mm Smartwatch (2024) with GPS & Heart Rate,electronics > watches,Apple,Apple,,,apple trail 42mm smartwatch  2024  with gps   heart rate,electronics   watches,apple,apple,,,100.0,0
"Panasonic 75"" 4K LED Google TV Series 11 (2023)",electronics > televisions,Panasonic,Panasonic,,,panasonic 75  4k led google tv series 11  2023,electronics   televisions,panasonic,panasonic,,,44.44444444444444,0
Realme 21 Plus 256GB/4GB 5G Smartphone (2023),electronics > mobile phones,Realme,Realme,,,realme 21 plus 256gb 4gb 5g smartphone  2023,electronics   mobile phones,realme,realme,,,72.0,0
"SteelSeries Wireless On-Ear Headphones with Low-Latency & Spatial Audio (2023), 60h Battery",electronics > headphones,SteelSeries,SteelSeries,,,steelseries wireless on ear headphones with low latency   spatial audio  2023  60h battery,electronics   headphones,steelseries,steelseries,,,62.5,0
Garmin Gen 5 40mm Smartwatch (2023) with GPS + Cellular & SpO2,electronics > watches,Garmin,Garmin,,,garmin gen 5 40mm smartwatch  2023  with gps   cellular   spo2,electronics   watches,garmin,garmin,,,41.666666666666664,0
"Philips 43"" 4K Mini-LED Roku TV Series 9 (2023)",electronics > televisions,Philips,Philips,,,philips 43  4k mini led roku tv series 9  2023,electronics   televisions,philips,philips,,,46.15384615384615,0
Google 22 Max 256GB/12GB 5G Smartphone (2025),electronics > mobile phones,Google,Google,,,google 22 max 256gb 12gb 5g smartphone  2025,electronics   mobile phones,google,google,,,72.0,0
"Sennheiser Wireless In-Ear Headphones with Spatial Audio & ANC (2025), 50h Battery",electronics > headphones,Sennheiser,Sennheiser,,,sennheiser wireless in ear headphones with spatial audio   anc  2025  50h battery,electronics   headphones,sennheiser,sennheiser,,,62.5,0
Amazfit Sport 40mm Smartwatch (2023) with Heart Rate & GPS + Cellular,electronics > watches,Amazfit,Amazfit,,,amazfit sport 40mm smartwatch  2023  with heart rate   gps   cellular,electronics   watches,amazfit,amazfit,,,43.75,0
"Panasonic 75"" 8K OLED Smart TV Series 7 (2025)",electronics > televisions,Panasonic,Panasonic,,,panasonic 75  8k oled smart tv series 7  2025,electronics   televisions,panasonic,panasonic,,,44.44444444444444,0
Infinix 19 Plus 128GB/8GB 5G Smartphone (2025),electronics > mobile phones,Infinix,Infinix,,,infinix 19 plus 128gb 8gb 5g smartphone  2025,electronics   mobile phones,infinix,infinix,,,72.0,0
"Audio-Technica Wireless On-Ear Headphones with Hi-Res & Low-Latency (2024), 60h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless on ear headphones with hi res   low latency  2024  60h battery,electronics   headphones,audio technica,audio technica,,,62.5,0
Samsung Gen 7 44mm Smartwatch (2023) with GPS + Cellular & GPS,electronics > watches,Samsung,Samsung,,,samsung gen 7 44mm smartwatch  2023  with gps   cellular   gps,electronics   watches,samsung,samsung,,,41.666666666666664,0
"Hisense 50"" 4K OLED Fire TV Series 7 (2024)",electronics > televisions,Hisense,Hisense,,,hisense 50  4k oled fire tv series 7  2024,electronics   televisions,hisense,hisense,,,50.0,0
OnePlus 13 Lite 64GB/8GB 5G Smartphone (2024),electronics > mobile phones,OnePlus,OnePlus,,,oneplus 13 lite 64gb 8gb 5g smartphone  2024,electronics   mobile phones,oneplus,oneplus,,,72.72727272727273,0
"Beats Wireless On-Ear Headphones with ANC & Hi-Res (2023), 20h Battery",electronics > headphones,Beats,Beats,,,beats wireless on ear headphones with anc   hi res  2023  20h battery,electronics   headphones,beats,beats,,,62.5,0
Fossil Pro 47mm Smartwatch (2024) with SpO2 & ECG,electronics > watches,Fossil,Fossil,,,fossil pro 47mm smartwatch  2024  with spo2   ecg,electronics   watches,fossil,fossil,,,41.666666666666664,0
"LG 43"" 8K LED Roku TV Series 9 (2023)",electronics > televisions,LG,LG,,,lg 43  8k led roku tv series 9  2023,electronics   televisions,lg,lg,,,50.0,0
Sony 24 Ultra 512GB/4GB 5G Smartphone (2024),electronics > mobile phones,Sony,Sony,,,sony 24 ultra 512gb 4gb 5g smartphone  2024,electronics   mobile phones,sony,sony,,,72.0,0
"Audio-Technica Wireless On-Ear Headphones with ANC & Low-Latency (2025), 24h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless on ear headphones with anc   low latency  2025  24h battery,electronics   headphones,audio technica,audio technica,,,62.5,0
Coros Classic 49mm Smartwatch (2023) with Heart Rate & GPS + Cellular,electronics > watches,Coros,Coros,,,coros classic 49mm smartwatch  2023  with heart rate   gps   cellular,electronics   watches,coros,coros,,,44.44444444444444,0
"Hisense 55"" 8K Mini-LED Google TV Series 6 (2023)",electronics > televisions,Hisense,Hisense,,,hisense 55  8k mini led google tv series 6  2023,electronics   televisions,hisense,hisense,,,50.0,0
Google 16 Plus 256GB/12GB 5G Smartphone (2023),electronics > mobile phones,Google,Google,,,google 16 plus 256gb 12gb 5g smartphone  2023,electronics   mobile phones,google,google,,,72.0,0
"Beats Wireless On-Ear Headphones with Hi-Res & Multipoint (2025), 50h Battery",electronics > headphones,Beats,Beats,,,beats wireless on ear headphones with hi res   multipoint  2025  50h battery,electronics   headphones,beats,beats,,,62.5,0
Fitbit Pro 40mm Smartwatch (2023) with GPS + Cellular & AMOLED,electronics > watches,Fitbit,Fitbit,,,fitbit pro 40mm smartwatch  2023  with gps   cellular   amoled,electronics   watches,fitbit,fitbit,,,41.666666666666664,0
"Philips 55"" 8K OLED Tizen Series 8 (2024)",electronics > televisions,Philips,Philips,,,philips 55  8k oled tizen series 8  2024,electronics   televisions,philips,philips,,,46.15384615384615,0
Huawei 21 Pro 256GB/8GB 5G Smartphone (2025),electronics > mobile phones,Huawei,Huawei,,,huawei 21 pro 256gb 8gb 5g smartphone  2025,electronics   mobile phones,huawei,huawei,,,72.0,0
"HyperX Wireless Over-Ear Headphones with Multipoint & LDAC (2024), 24h Battery",electronics > headphones,HyperX,HyperX,,,hyperx wireless over ear headphones with multipoint   ldac  2024  24h battery,electronics   headphones,hyperx,hyperx,,,59.25925925925925,0
Amazfit Active 49mm Smartwatch (2025) with ECG & Heart Rate,electronics > watches,Amazfit,Amazfit,,,amazfit active 49mm smartwatch  2025  with ecg   heart rate,electronics   watches,amazfit,amazfit,,,41.666666666666664,0
"TCL 55"" 8K OLED Tizen Series 5 (2024)",electronics > televisions,TCL,TCL,,,tcl 55  8k oled tizen series 5  2024,electronics   televisions,tcl,tcl,,,44.44444444444444,0
Sony 15 Max 128GB/16GB 5G Smartphone (2023),electronics > mobile phones,Sony,Sony,,,sony 15 max 128gb 16gb 5g smartphone  2023,electronics   mobile phones,sony,sony,,,72.0,0
"HyperX Wireless On-Ear Headphones with Spatial Audio & Hi-Res (2024), 40h Battery",electronics > headphones,HyperX,HyperX,,,hyperx wireless on ear headphones with spatial audio   hi res  2024  40h battery,electronics   headphones,hyperx,hyperx,,,62.5,0
Samsung Gen 9 45mm Smartwatch (2023) with ECG & Heart Rate,electronics > watches,Samsung,Samsung,,,samsung gen 9 45mm smartwatch  2023  with ecg   heart rate,electronics   watches,samsung,samsung,,,41.666666666666664,0
"Hisense 50"" 4K Mini-LED Fire TV Series 11 (2024)",electronics > televisions,Hisense,Hisense,,,hisense 50  4k mini led fire tv series 11  2024,electronics   televisions,hisense,hisense,,,50.0,0
Google 13 Plus 512GB/16GB 5G Smartphone (2024),electronics > mobile phones,Google,Google,,,google 13 plus 512gb 16gb 5g smartphone  2024,electronics   mobile phones,google,google,,,72.0,0
"Skullcandy Wireless In-Ear Headphones with Spatial Audio & Multipoint (2023), 50h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless in ear headphones with spatial audio   multipoint  2023  50h battery,electronics   headphones,skullcandy,skullcandy,,,62.5,0
Amazfit Trail 47mm Smartwatch (2023) with SpO2 & GPS,electronics > watches,Amazfit,Amazfit,,,amazfit trail 47mm smartwatch  2023  with spo2   gps,electronics   watches,amazfit,amazfit,,,41.666666666666664,0
"TCL 85"" 4K Mini-LED Fire TV Series 5 (2025)",electronics > televisions,TCL,TCL,,,tcl 85  4k mini led fire tv series 5  2025,electronics   televisions,tcl,tcl,,,44.44444444444444,0
Sony 22 SE 512GB/8GB 5G Smartphone (2024),electronics > mobile phones,Sony,Sony,,,sony 22 se 512gb 8gb 5g smartphone  2024,electronics   mobile phones,sony,sony,,,72.0,0
"Bose Wireless Over-Ear Headphones with ANC & LDAC (2025), 24h Battery",electronics > headphones,Bose,Bose,,,bose wireless over ear headphones with anc   ldac  2025  24h battery,electronics   headphones,bose,bose,,,59.25925925925925,0
Coros Adventure 47mm Smartwatch (2023) with ECG & SpO2,electronics > watches,Coros,Coros,,,coros adventure 47mm smartwatch  2023  with ecg   spo2,electronics   watches,coros,coros,,,44.44444444444444,0
"Vizio 55"" 8K OLED Fire TV Series 10 (2025)",electronics > televisions,Vizio,Vizio,,,vizio 55  8k oled fire tv series 10  2025,electronics   televisions,vizio,vizio,,,44.44444444444444,0
Nokia 14 Ultra 64GB/12GB 5G Smartphone (2023),electronics > mobile phones,Nokia,Nokia,,,nokia 14 ultra 64gb 12gb 5g smartphone  2023,electronics   mobile phones,nokia,nokia,,,72.0,0
"Apple Wireless On-Ear Headphones with ANC & Spatial Audio (2023), 60h Battery",electronics > headphones,Apple,Apple,,,apple wireless on ear headphones with anc   spatial audio  2023  60h battery,electronics   headphones,apple,apple,,,100.0,0
Amazfit Active 44mm Smartwatch (2025) with Heart Rate & GPS + Cellular,electronics > watches,Amazfit,Amazfit,,,amazfit active 44mm smartwatch  2025  with heart rate   gps   cellular,electronics   watches,amazfit,amazfit,,,43.75,0
"Vizio 55"" 4K OLED Tizen Series 10 (2025)",electronics > televisions,Vizio,Vizio,,,vizio 55  4k oled tizen series 10  2025,electronics   televisions,vizio,vizio,,,44.44444444444444,0
Motorola 17 Lite 256GB/4GB 5G Smartphone (2025),electronics > mobile phones,Motorola,Motorola,,,motorola 17 lite 256gb 4gb 5g smartphone  2025,electronics   mobile phones,motorola,motorola,,,72.0,0
"Bose Wireless Over-Ear Headphones with LDAC & ANC (2023), 60h Battery",electronics > headphones,Bose,Bose,,,bose wireless over ear headphones with ldac   anc  2023  60h battery,electronics   headphones,bose,bose,,,59.25925925925925,0
Fitbit Adventure 42mm Smartwatch (2024) with SpO2 & GPS + Cellular,electronics > watches,Fitbit,Fitbit,,,fitbit adventure 42mm smartwatch  2024  with spo2   gps   cellular,electronics   watches,fitbit,fitbit,,,41.666666666666664,0
"Xiaomi 65"" 4K OLED Tizen Series 6 (2025)",electronics > televisions,Xiaomi,Xiaomi,,,xiaomi 65  4k oled tizen series 6  2025,electronics   televisions,xiaomi,xiaomi,,,44.44444444444444,0
Xiaomi 22 SE 512GB/12GB 5G Smartphone (2023),electronics > mobile phones,Xiaomi,Xiaomi,,,xiaomi 22 se 512gb 12gb 5g smartphone  2023,electronics   mobile phones,xiaomi,xiaomi,,,72.0,0
"HyperX Wireless In-Ear Headphones with Hi-Res & Multipoint (2024), 50h Battery",electronics > headphones,HyperX,HyperX,,,hyperx wireless in ear headphones with hi res   multipoint  2024  50h battery,electronics   headphones,hyperx,hyperx,,,62.5,0
Fossil Sport 49mm Smartwatch (2024) with GPS + Cellular & ECG,electronics > watches,Fossil,Fossil,,,fossil sport 49mm smartwatch  2024  with gps   cellular   ecg,electronics   watches,fossil,fossil,,,41.666666666666664,0
"LG 75"" 4K LED webOS Series 6 (2024)",electronics > televisions,LG,LG,,,lg 75  4k led webos series 6  2024,electronics   televisions,lg,lg,,,50.0,0
Motorola 13 Ultra 512GB/16GB 5G Smartphone (2025),electronics > mobile phones,Motorola,Motorola,,,motorola 13 ultra 512gb 16gb 5g smartphone  2025,electronics   mobile phones,motorola,motorola,,,72.0,0
"Beats Wireless In-Ear Headphones with Multipoint & Low-Latency (2025), 40h Battery",electronics > headphones,Beats,Beats,,,beats wireless in ear headphones with multipoint   low latency  2025  40h battery,electronics   headphones,beats,beats,,,62.5,0
Samsung Active 44mm Smartwatch (2023) with Heart Rate & SpO2,electronics > watches,Samsung,Samsung,,,samsung active 44mm smartwatch  2023  with heart rate   spo2,electronics   watches,samsung,samsung,,,48.275862068965516,0
"Hisense 75"" 4K LED webOS Series 6 (2023)",electronics > televisions,Hisense,Hisense,,,hisense 75  4k led webos series 6  2023,electronics   televisions,hisense,hisense,,,50.0,0
Vivo 13 Pro 256GB/6GB 5G Smartphone (2025),electronics > mobile phones,Vivo,Vivo,,,vivo 13 pro 256gb 6gb 5g smartphone  2025,electronics   mobile phones,vivo,vivo,,,72.0,0
"Audio-Technica Wireless On-Ear Headphones with Low-Latency & Hi-Res (2024), 50h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless on ear headphones with low latency   hi res  2024  50h battery,electronics   headphones,audio technica,audio technica,,,62.5,0
Fossil Classic 45mm Smartwatch (2025) with ECG & SpO2,electronics > watches,Fossil,Fossil,,,fossil classic 45mm smartwatch  2025  with ecg   spo2,electronics   watches,fossil,fossil,,,41.666666666666664,0
"Sony 75"" 8K QLED webOS Series 6 (2023)",electronics > televisions,Sony,Sony,,,sony 75  8k qled webos series 6  2023,electronics   televisions,sony,sony,,,50.0,0
OnePlus 25 Plus 64GB/8GB 5G Smartphone (2023),electronics > mobile phones,OnePlus,OnePlus,,,oneplus 25 plus 64gb 8gb 5g smartphone  2023,electronics   mobile phones,oneplus,oneplus,,,72.72727272727273,0
"Anker Wireless Over-Ear Headphones with Hi-Res & Multipoint (2025), 50h Battery",electronics > headphones,Anker,Anker,,,anker wireless over ear headphones with hi res   multipoint  2025  50h battery,electronics   headphones,anker,anker,,,59.25925925925925,0
Suunto Pro 49mm Smartwatch (2025) with Heart Rate & ECG,electronics > watches,Suunto,Suunto,,,suunto pro 49mm smartwatch  2025  with heart rate   ecg,electronics   watches,suunto,suunto,,,50.0,0
"Vizio 65"" 4K QLED Roku TV Series 11 (2023)",electronics > televisions,Vizio,Vizio,,,vizio 65  4k qled roku tv series 11  2023,electronics   televisions,vizio,vizio,,,44.44444444444444,0
Infinix 15 Ultra 64GB/8GB 5G Smartphone (2023),electronics > mobile phones,Infinix,Infinix,,,infinix 15 ultra 64gb 8gb 5g smartphone  2023,electronics   mobile phones,infinix,infinix,,,72.0,0
"Skullcandy Wireless On-Ear Headphones with Hi-Res & Multipoint (2025), 50h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless on ear headphones with hi res   multipoint  2025  50h battery,electronics   headphones,skullcandy,skullcandy,,,62.5,0
Suunto Adventure 47mm Smartwatch (2023) with GPS & SpO2,electronics > watches,Suunto,Suunto,,,suunto adventure 47mm smartwatch  2023  with gps   spo2,electronics   watches,suunto,suunto,,,50.0,0
"Hisense 75"" 4K Mini-LED Fire TV Series 9 (2024)",electronics > televisions,Hisense,Hisense,,,hisense 75  4k mini led fire tv series 9  2024,electronics   televisions,hisense,hisense,,,50.0,0
Oppo 18 Lite 128GB/8GB 5G Smartphone (2023),electronics > mobile phones,Oppo,Oppo,,,oppo 18 lite 128gb 8gb 5g smartphone  2023,electronics   mobile phones,oppo,oppo,,,72.0,0
"Anker Wireless On-Ear Headphones with LDAC & ANC (2023), 40h Battery",electronics > headphones,Anker,Anker,,,anker wireless on ear headphones with ldac   anc  2023  40h battery,electronics   headphones,anker,anker,,,62.5,0
Fitbit Classic 49mm Smartwatch (2025) with SpO2 & AMOLED,electronics > watches,Fitbit,Fitbit,,,fitbit classic 49mm smartwatch  2025  with spo2   amoled,electronics   watches,fitbit,fitbit,,,41.666666666666664,0
"Sharp 85"" 4K OLED Roku TV Series 11 (2023)",electronics > televisions,Sharp,Sharp,,,sharp 85  4k oled roku tv series 11  2023,electronics   televisions,sharp,sharp,,,44.44444444444444,0
Oppo 25 Pro 64GB/16GB 5G Smartphone (2024),electronics > mobile phones,Oppo,Oppo,,,oppo 25 pro 64gb 16gb 5g smartphone  2024,electronics   mobile phones,oppo,oppo,,,72.0,0
"Skullcandy Wireless On-Ear Headphones with Low-Latency & Spatial Audio (2024), 24h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless on ear headphones with low latency   spatial audio  2024  24h battery,electronics   headphones,skullcandy,skullcandy,,,62.5,0
Huawei Active 47mm Smartwatch (2025) with AMOLED & SpO2,electronics > watches,Huawei,Huawei,,,huawei active 47mm smartwatch  2025  with amoled   spo2,electronics   watches,huawei,huawei,,,50.0,0
"LG 50"" 4K OLED webOS Series 6 (2025)",electronics > televisions,LG,LG,,,lg 50  4k oled webos series 6  2025,electronics   televisions,lg,lg,,,50.0,0
Realme 25 Pro 128GB/6GB 5G Smartphone (2025),electronics > mobile phones,Realme,Realme,,,realme 25 pro 128gb 6gb 5g smartphone  2025,electronics   mobile phones,realme,realme,,,72.0,0
"Beats Wireless Over-Ear Headphones with Spatial Audio & Multipoint (2023), 40h Battery",electronics > headphones,Beats,Beats,,,beats wireless over ear headphones with spatial audio   multipoint  2023  40h battery,electronics   headphones,beats,beats,,,59.25925925925925,0
Google Trail 44mm Smartwatch (2024) with ECG & Heart Rate,electronics > watches,Google,Google,,,google trail 44mm smartwatch  2024  with ecg   heart rate,electronics   watches,google,google,,,41.666666666666664,0
"Vizio 43"" 8K LED Roku TV Series 7 (2025)",electronics > televisions,Vizio,Vizio,,,vizio 43  8k led roku tv series 7  2025,electronics   televisions,vizio,vizio,,,44.44444444444444,0
Realme 17 Plus 512GB/8GB 5G Smartphone (2025),electronics > mobile phones,Realme,Realme,,,realme 17 plus 512gb 8gb 5g smartphone  2025,electronics   mobile phones,realme,realme,,,72.0,0
"Sony Wireless In-Ear Headphones with ANC & Multipoint (2025), 60h Battery",electronics > headphones,Sony,Sony,,,sony wireless in ear headphones with anc   multipoint  2025  60h battery,electronics   headphones,sony,sony,,,62.5,0
Amazfit Gen 3 47mm Smartwatch (2024) with Heart Rate & GPS + Cellular,electronics > watches,Amazfit,Amazfit,,,amazfit gen 3 47mm smartwatch  2024  with heart rate   gps   cellular,electronics   watches,amazfit,amazfit,,,43.75,0
"TCL 65"" 8K Mini-LED webOS Series 9 (2024)",electronics > televisions,TCL,TCL,,,tcl 65  8k mini led webos series 9  2024,electronics   televisions,tcl,tcl,,,44.44444444444444,0
Sony 14 Max 512GB/8GB 5G Smartphone (2025),electronics > mobile phones,Sony,Sony,,,sony 14 max 512gb 8gb 5g smartphone  2025,electronics   mobile phones,sony,sony,,,72.0,0
"Sony Wireless Over-Ear Headphones with ANC & Multipoint (2023), 20h Battery",electronics > headphones,Sony,Sony,,,sony wireless over ear headphones with anc   multipoint  2023  20h battery,electronics   headphones,sony,sony,,,59.25925925925925,0
Garmin Pro 45mm Smartwatch (2023) with GPS & Heart Rate,electronics > watches,Garmin,Garmin,,,garmin pro 45mm smartwatch  2023  with gps   heart rate,electronics   watches,garmin,garmin,,,41.666666666666664,0
"Sony 85"" 4K Mini-LED webOS Series 10 (2023)",electronics > televisions,Sony,Sony,,,sony 85  4k mini led webos series 10  2023,electronics   televisions,sony,sony,,,50.0,0
OnePlus 16 Lite 256GB/6GB 5G Smartphone (2023),electronics > mobile phones,OnePlus,OnePlus,,,oneplus 16 lite 256gb 6gb 5g smartphone  2023,electronics   mobile phones,oneplus,oneplus,,,72.72727272727273,0
"Audio-Technica Wireless In-Ear Headphones with LDAC & Hi-Res (2025), 40h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless in ear headphones with ldac   hi res  2025  40h battery,electronics   headphones,audio technica,audio technica,,,62.5,0
Samsung Trail 40mm Smartwatch (2024) with GPS & GPS + Cellular,electronics > watches,Samsung,Samsung,,,samsung trail 40mm smartwatch  2024  with gps   gps   cellular,electronics   watches,samsung,samsung,,,41.666666666666664,0
"LG 50"" 8K QLED Smart TV Series 10 (2023)",electronics > televisions,LG,LG,,,lg 50  8k qled smart tv series 10  2023,electronics   televisions,lg,lg,,,50.0,0
OnePlus 25 Lite 512GB/6GB 5G Smartphone (2024),electronics > mobile phones,OnePlus,OnePlus,,,oneplus 25 lite 512gb 6gb 5g smartphone  2024,electronics   mobile phones,oneplus,oneplus,,,72.72727272727273,0
"Bose Wireless Over-Ear Headphones with Multipoint & ANC (2023), 60h Battery",electronics > headphones,Bose,Bose,,,bose wireless over ear headphones with multipoint   anc  2023  60h battery,electronics   headphones,bose,bose,,,59.25925925925925,0
Samsung Active 44mm Smartwatch (2024) with AMOLED & GPS + Cellular,electronics > watches,Samsung,Samsung,,,samsung active 44mm smartwatch  2024  with amoled   gps   cellular,electronics   watches,samsung,samsung,,,50.0,0
"Sony 85"" 4K QLED Roku TV Series 5 (2025)",electronics > televisions,Sony,Sony,,,sony 85  4k qled roku tv series 5  2025,electronics   televisions,sony,sony,,,50.0,0
Sony 22 Pro 512GB/8GB 5G Smartphone (2025),electronics > mobile phones,Sony,Sony,,,sony 22 pro 512gb 8gb 5g smartphone  2025,electronics   mobile phones,sony,sony,,,72.0,0
"JBL Wireless In-Ear Headphones with Spatial Audio & Hi-Res (2025), 40h Battery",electronics > headphones,JBL,JBL,,,jbl wireless in ear headphones with spatial audio   hi res  2025  40h battery,electronics   headphones,jbl,jbl,,,62.5,0
Suunto Gen 4 40mm Smartwatch (2023) with GPS & GPS + Cellular,electronics > watches,Suunto,Suunto,,,suunto gen 4 40mm smartwatch  2023  with gps   gps   cellular,electronics   watches,suunto,suunto,,,50.0,0
"Sharp 85"" 8K OLED Tizen Series 11 (2024)",electronics > televisions,Sharp,Sharp,,,sharp 85  8k oled tizen series 11  2024,electronics   televisions,sharp,sharp,,,44.44444444444444,0
Xiaomi 15 Ultra 64GB/6GB 5G Smartphone (2025),electronics > mobile phones,Xiaomi,Xiaomi,,,xiaomi 15 ultra 64gb 6gb 5g smartphone  2025,electronics   mobile phones,xiaomi,xiaomi,,,72.0,0
"Bowers & Wilkins Wireless In-Ear Headphones with Spatial Audio & Low-Latency (2025), 30h Battery",electronics > headphones,Bowers & Wilkins,Bowers & Wilkins,,,bowers   wilkins wireless in ear headphones with spatial audio   low latency  2025  30h battery,electronics   headphones,bowers   wilkins,bowers   wilkins,,,62.5,0
Apple Gen 9 49mm Smartwatch (2025) with AMOLED & GPS + Cellular,electronics > watches,Apple,Apple,,,apple gen 9 49mm smartwatch  2025  with amoled   gps   cellular,electronics   watches,apple,apple,,,100.0,0
"Sharp 75"" 8K QLED webOS Series 5 (2025)",electronics > televisions,Sharp,Sharp,,,sharp 75  8k qled webos series 5  2025,electronics   televisions,sharp,sharp,,,44.44444444444444,0
Infinix 24 Pro 512GB/12GB 5G Smartphone (2023),electronics > mobile phones,Infinix,Infinix,,,infinix 24 pro 512gb 12gb 5g smartphone  2023,electronics   mobile phones,infinix,infinix,,,72.0,0
"JBL Wireless On-Ear Headphones with Spatial Audio & Low-Latency (2025), 20h Battery",electronics > headphones,JBL,JBL,,,jbl wireless on ear headphones with spatial audio   low latency  2025  20h battery,electronics   headphones,jbl,jbl,,,62.5,0
Apple Active 44mm Smartwatch (2025) with GPS + Cellular & Heart Rate,electronics > watches,Apple,Apple,,,apple active 44mm smartwatch  2025  with gps   cellular   heart rate,electronics   watches,apple,apple,,,100.0,0
"Philips 55"" 8K QLED Smart TV Series 9 (2023)",electronics > televisions,Philips,Philips,,,philips 55  8k qled smart tv series 9  2023,electronics   televisions,philips,philips,,,46.15384615384615,0
Samsung 12 Ultra 128GB/4GB 5G Smartphone (2023),electronics > mobile phones,Samsung,Samsung,,,samsung 12 ultra 128gb 4gb 5g smartphone  2023,electronics   mobile phones,samsung,samsung,,,72.0,0
"Audio-Technica Wireless In-Ear Headphones with LDAC & Low-Latency (2024), 40h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless in ear headphones with ldac   low latency  2024  40h battery,electronics   headphones,audio technica,audio technica,,,62.5,0
Fossil Sport 49mm Smartwatch (2025) with SpO2 & ECG,electronics > watches,Fossil,Fossil,,,fossil sport 49mm smartwatch  2025  with spo2   ecg,electronics   watches,fossil,fossil,,,41.666666666666664,0
"Sony 55"" 8K LED Smart TV Series 6 (2025)",electronics > televisions,Sony,Sony,,,sony 55  8k led smart tv series 6  2025,electronics   televisions,sony,sony,,,50.0,0
